,titles,images,ratings,prices
153,"Dell G15-5530 Gaming Laptop, Intel Core i5-13450HX Processor, 16GB DDR5, 512GB,NVIDIA RTX 3050,6GB GDDR6, 15.6"" (39.62cm) FHD 120Hz 250 nits, Backlit KB Orange,Win 11 + MSO'21,Dark Shadow Gray, 2.65kg",https://m.media-amazon.com/images/I/61fuRbFah0L._AC_UY218_.jpg,4.1 out of 5 stars,"₹73,040"
154,"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg), 82XF003CIN",https://m.media-amazon.com/images/I/81mCpJX7nFL._AC_UY218_.jpg,4.1 out of 5 stars,"₹65,990"
155,"Lenovo S14 Intel Core I5 12th Gen 14"" (35.56 cm) FHD IPS (1920x1080) Antiglare 300Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Pro/Backlit/Cloud Grey/1.5 kg/3Y Premium Care), 82TW001DIH",https://m.media-amazon.com/images/I/61RYoF94M5L._AC_UY218_.jpg,4.1 out of 5 stars,"₹49,490"
156,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Laptop (Windows 11 Home/16GB RAM/512GB SSD/Intel Iris Xe Graphics) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG",https://m.media-amazon.com/images/I/71czGb00k5L._AC_UY218_.jpg,4.1 out of 5 stars,"₹45,999"
157,"HP Victus Windows 11 Home Gaming Laptop,Amd Ryzen 7 7840Hs Ai Powered,6Gb Rtx 3050 Gpu,16.1-Inch (40.9 Cm),95W Tgp,Fhd,IPS,144Hz,16Gb Ddr5,1Tb Ssd,Rgb Backlit Kb,B&O (Mso,Blue,2.29 Kg),S0089Ax",https://m.media-amazon.com/images/I/71lOTrDgftL._AC_UY218_.jpg,4.1 out of 5 stars,"₹84,990"
158,"HP Laptop 15s, Intel Celeron, 15.6-inch (39.6 cm), HD, 8GB DDR4, 512GB SSD, Intel UHD graphics, Thin & light, Dual speakers, BrightView display (Win 11, MSO 2021, Silver, 1.65 kg), fq3071TU",https://m.media-amazon.com/images/I/71uPymc2ngL._AC_UY218_.jpg,4.1 out of 5 stars,"₹28,990"
159,"ZEBRONICS PRO Series Z NBC 4S, Intel Core 12th Gen i5 Processor 16GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6CM), IPS 180° Display, Dolby Atmos, 38.5Wh Large Battery, Windows 11, Midnight Blue,1.76 Kg",https://m.media-amazon.com/images/I/716sWuE6mVL._AC_UY218_.jpg,4.1 out of 5 stars,"₹34,990"
160,"ASUS Vivobook 15 (2023), Intel Core i5-1335U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Intel Iris Xᵉ/Win 11/Office 2021/Backlit KB/Blue/1.7 kg), X1504VA-NJ521WS",https://m.media-amazon.com/images/I/71whdzBbJoL._AC_UY218_.jpg,4.1 out of 5 stars,"₹49,990"
161,HP 240 G9 Business Laptop Intel® Core™ i3-1215U / 8GB RAM /512GB SSD/DOS/Silver (7M656PA) 14 inch” HD (1366 x 768),https://m.media-amazon.com/images/I/71eiUuzCqcL._AC_UY218_.jpg,4.1 out of 5 stars,"₹32,999"
162,"ASUS TUF F15 Gaming Laptop, Intel Core i5-11400H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz,(16GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), FX506HF-HN025W",https://m.media-amazon.com/images/I/71-Fx3Vfq5L._AC_UY218_.jpg,4.1 out of 5 stars,"₹57,990"
163,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Metal Laptop (Windows 11 Home/8GB RAM/512GB SSD/Intel Iris Xe Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Steel Gray, 1.59 KG",https://m.media-amazon.com/images/I/51KL3aOZ0tL._AC_UY218_.jpg,4.1 out of 5 stars,"₹42,980"
164,"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5-1235U 15.6"" (39.62cm) FHD IPS Anti-Glare (16GB/512GB SDD/Windows 11/Office 2021/Backlit/1Yr Warranty/3months Game Pass/Storm Grey/1.85Kg), 82SF008YIN",https://m.media-amazon.com/images/I/81Uv11VfjxL._AC_UY218_.jpg,4.1 out of 5 stars,"₹58,990"
165,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, 720p HD camera, Backlit KB, Thin & Light (Win 11, Silver, 1.69 kg), fy5009TU",https://m.media-amazon.com/images/I/71BmqssGuRL._AC_UY218_.jpg,4.1 out of 5 stars,"₹51,990"
166,"HONOR MagicBook X14 Pro 2024, 13th Gen Intel Core i5-13420H (16GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint/1.4Kg), Gray",https://m.media-amazon.com/images/I/61wluutkEyL._AC_UY218_.jpg,4.1 out of 5 stars,"₹56,990"
167,"HP Pavilion Plus 13th Gen Intel EVO Core i5-1340P 14inch(35.6 cm), Metal Body,TUV certified 2.2K,Micro Edge Display(16GB RAM/512GB SSD/B&O/5MP Camera/Intel Iris Xe Graphics/FPR/MSO/Win 11,14-eh1022TU",https://m.media-amazon.com/images/I/71Qido2mtwL._AC_UY218_.jpg,4.1 out of 5 stars,"₹72,990"
168,"Dell [Smartchoice G15-5530 Gaming Laptop, Intel Core i5-13450HX, 16GB DDR5, 1TB, NVIDIA RTX 3050,6GB GDDR6,15.6"" (39.62cm) FHD 120Hz 250 nits,Backlit KB Orange,Win 11 + MSO'21,Dark Shadow Gray,2.65kg",https://m.media-amazon.com/images/I/71e-hCPWmYL._AC_UY218_.jpg,4.1 out of 5 stars,"₹79,990"
169,"Dell Inspiron 5430 13th Gen Laptop, Intel Core i5-1335U Processor/16GB/ 512GB SSD/14.0"" (35.56cm) FHD+/Backlit KB + FPR/Win 11 + MSO'2/McAfee 15 Months/Silver/Thunderbolt 4.0 ​Port/Thin & Light-1.59kg",https://m.media-amazon.com/images/I/61qPKF-NYwL._AC_UY218_.jpg,4.1 out of 5 stars,"₹66,490"
170,"ASUS Vivobook 14, IntelCore i3-1215U 12th Gen, 14"" (35.56 cm) FHD, Thin and Light Laptop (8 GB RAM/512GB SSD/Win11/Office 2021/Fingerprint/42WHr /Silver/1.40 kg), X1404ZA-NK322WS",https://m.media-amazon.com/images/I/71hu2MKb3xL._AC_UY218_.jpg,4.1 out of 5 stars,"₹37,990"
171,"ASUS Vivobook 14 Thin and Light Laptop, IntelCore i3-1215U 12th Gen, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Win11/Office 2021/Fingerprint/42WHr /Blue/1.40 kg), X1404ZA-NK321WS",https://m.media-amazon.com/images/I/71qTbS09tjL._AC_UY218_.jpg,4.1 out of 5 stars,"₹37,990"
172,"Dell 14 Thin & Light Laptop, 12th Gen Intel Core i5-1235U Processor, 16GB, 512GB, 14.0"" (35.56cm) FHD Display, Windows 11 + MSO'21, Spill-Resistant Keyboard, 15 Month Mcafee, Black, 1.48kg",https://m.media-amazon.com/images/I/71Eu1-dfTmL._AC_UY218_.jpg,4.1 out of 5 stars,"₹56,990"
173,"ASUS Vivobook Pro 15, AMD Ryzen 7 6800HS, 15.6"" (39.62 cm) FHD, Creator/Gaming Laptop (16 GB RAM/512GB SSD/4GB RTX 3050/Win11/Backlit KB/Fingerprint/Silver/1.80kg), M6500RC-HN742WS",https://m.media-amazon.com/images/I/61bqnJWP-CL._AC_UY218_.jpg,4.1 out of 5 stars,"₹79,990"
174,"Lenovo IdeaPad Slim 3 AMD Ryzen 7 5700U 15.6"" FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Arctic Grey/1.65Kg), 82KU024JIN",https://m.media-amazon.com/images/I/51+LmBEJOtL._AC_UY218_.jpg,4.1 out of 5 stars,"₹46,300"
175,"Lenovo Yoga Slim 7 Carbon Intel Evo Core i7 1360P 13.3""(33.7cm) 2.5K IPS 400Nit Laptop(16GB/1TB SSD/Win 11/Office 2021/Backlit KB/1Yr Warranty/Alexa/3 Month Game Pass/Moon White/984g),83AY003CIN",https://m.media-amazon.com/images/I/71ezE1qHi6L._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,23,190"
176,"Chuwi FreeBook 13.5 Inch 2 in 1 Touchscreen Laptop,Flipped 360 Degree, Windows 11,Intel Core i3-1215U 12th gen, 46.2Wh, 12 GB RAM LPDDR4 512 GB SSD Expandable Upto 1 TB, Backlit Keyboard",https://m.media-amazon.com/images/I/61mBXtH1v8L._AC_UY218_.jpg,4.1 out of 5 stars,"₹37,990"
177,"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Office 2021/Backlit Keyboard/FPR/Black/1.41 kg), 21JKS0UA00",https://m.media-amazon.com/images/I/617Af4lsBNL._AC_UY218_.jpg,4.1 out of 5 stars,"₹70,990"
178,"HP Victus Gaming Laptop, 12th Gen Intel Core i5-12450H,4GB RTX 2050 GPU,15.6-inch(39.6 cm),FHD,IPS,144Hz,16GB DDR4,512GB SSD,Backlit KB,MSO,B&O,9ms response time(Blue, 2.29 kg),fa1373TX/fa1227TX",https://m.media-amazon.com/images/I/71Qvn-BF4XL._AC_UY218_.jpg,4.1 out of 5 stars,"₹59,990"
179,"ASUS Vivobook 16 (2023)Thin & Light Laptop,Intel Core i9-13900H 13th Gen, 16"" (40.64 cm) FHD+(16GB RAM/512GB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Black/1.88 kg) X1605VA-MB947WS",https://m.media-amazon.com/images/I/71VrU+m9CDL._AC_UY218_.jpg,4.1 out of 5 stars,"₹99,990"
180,"Lenovo LOQ 2024 Intel Core i5-13450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 4050 6GB Graphics/100% sRGB/Office 21/3 Mon Game Pass/Grey/2.4Kg), 83DV007GIN",https://m.media-amazon.com/images/I/815ZvsHky7L._AC_UY218_.jpg,4.1 out of 5 stars,"₹83,990"
181,"Dell 14 Thin & Light Laptop, 12th Gen Intel Core i5-1235U Processor, 16GB, 512GB, 14.0"" (35.56cm) FHD Display, Windows 11 + MSO'21, Spill-Resistant Keyboard, 15 Month Mcafee, Black, 1.48kg",https://m.media-amazon.com/images/I/71Eu1-dfTmL._AC_UY218_.jpg,4.1 out of 5 stars,"₹56,990"
182,"ASUS Vivobook Pro 15, AMD Ryzen 7 6800HS, 15.6"" (39.62 cm) FHD, Creator/Gaming Laptop (16 GB RAM/512GB SSD/4GB RTX 3050/Win11/Backlit KB/Fingerprint/Silver/1.80kg), M6500RC-HN742WS",https://m.media-amazon.com/images/I/61bqnJWP-CL._AC_UY218_.jpg,4.1 out of 5 stars,"₹79,990"
183,"ASUS Vivobook 14 Thin and Light Laptop, IntelCore i3-1215U 12th Gen, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Win11/Office 2021/Fingerprint/42WHr /Blue/1.40 kg), X1404ZA-NK321WS",https://m.media-amazon.com/images/I/71qTbS09tjL._AC_UY218_.jpg,4.1 out of 5 stars,"₹37,990"
184,"HP Laptop 15s, 12th Gen Intel Core i7-1255U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, Backlit KB, Thin & light (Win 11, MSO 2021, Silver, 1.69 kg), fq5190TU",https://m.media-amazon.com/images/I/713+sDdN6PL._AC_UY218_.jpg,4.1 out of 5 stars,"₹64,490"
185,"Dell [Smartchoice Inspiron 5430 Thin & Light Laptop, 13th Gen Intel Core i7-1360P/16GB/1TB SSD/14.0"" (35.56cm) FHD+ WVA 250 nits/Backlit KB + FPR/Windows 11 + MSO'21/15 Month McAfee/Silver/1.59kg",https://m.media-amazon.com/images/I/71pw8eikJ7L._AC_UY218_.jpg,4.1 out of 5 stars,"₹80,490"
186,"Lenovo IdeaPad 1 AMD Athlon Silver 7120U 15.6"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/1Year Warranty/MS Office/Cloud Grey/1.58Kg), 82VG00EQIN",https://m.media-amazon.com/images/I/71bDJ9wxxWL._AC_UY218_.jpg,4.1 out of 5 stars,"₹28,990"
187,"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.64cm) WUXGA-IPS 300Nit Thin & Light Laptop (16GB/1TB SSD/Win 11/Office 21/FHD+IR Camera/Alexa/3 mon Game Pass/Grey/1.89Kg), 83DC0042IN",https://m.media-amazon.com/images/I/81-D4pbLaxL._AC_UY218_.jpg,4.1 out of 5 stars,"₹79,990"
188,"HP 15s 12th Gen Intel Core i5 1235U, 15.6-inch(39.6 cm) FHD, Anti-Glare Laptop (8GB/512 GB/Intel Iris Xᵉ Graphics/Win 11/Dual Speakers/Backlit KB/ 1.69kg/Natural Silver, 15s-fr5010TU",https://m.media-amazon.com/images/I/719V97EDQ4L._AC_UY218_.jpg,4.1 out of 5 stars,"₹48,590"
189,"Lenovo IdeaPad Slim 3 Intel Core i3-1305U 14"" (35.5cm) FHD IPS 300 Nits Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/Alexa built-in/3 month Game Pass/Arctic Grey/1.37Kg), 82X60013IN",https://m.media-amazon.com/images/I/81K0c1HB7UL._AC_UY218_.jpg,4.1 out of 5 stars,"₹41,990"
190,"MSI Modern 14, Intel 11th Gen. i5-1155G7, 35CM FHD 60Hz Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.4Kg), C11M-030IN",https://m.media-amazon.com/images/I/71czorPUNzL._AC_UY218_.jpg,4.1 out of 5 stars,"₹37,790"
191,"HP Laptop 15, 12th Generation Intel® Core™ i5-1235U,15.6-inch(39.6 cm),FHD,8GB DDR4 RAM,1TB SSD,Intel Iris Xe Graphics, Backlit Kb,Dual speakers,Win 11 + MSO'21,Natural Silver,1.69 kg,15s-fq5331TU",https://m.media-amazon.com/images/I/71VtD9HPWBL._AC_UY218_.jpg,4.1 out of 5 stars,"₹51,590"
192,"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS",https://m.media-amazon.com/images/I/61zx5wnGibL._AC_UY218_.jpg,4.1 out of 5 stars,"₹47,990"
193,"ASUS Vivobook 16 (2023), Intel Core i9-13900H 13th Gen, 16"" (40.64 cm) FHD+, Thin & Light Laptop (16GB/1TB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Silver/1.88 kg), X1605VA-MB956WS",https://m.media-amazon.com/images/I/71FE4cemJ9L._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,05,990"
194,"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg), 82XF003CIN",https://m.media-amazon.com/images/I/81mCpJX7nFL._AC_UY218_.jpg,4.1 out of 5 stars,"₹65,990"
195,"Acer [Smartchoice] Aspire Lite AMD Ryzen 7 5700U Premium Thin and Light Laptop (Windows 11 Home/16 GB RAM/512 GB SSD/MSO) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG",https://m.media-amazon.com/images/I/61CC9Mx2+aL._AC_UY218_.jpg,4.1 out of 5 stars,"₹43,990"
196,"Chuwi HeroBook Plus 15.6"" FHD Laptop, Intel Celeron N4020 Dual Core Processor Upto 2.80GHz, 8GB RAM, 256GB SSD, Intel UHD Graphics, Windows 11,WiFi 6,Webcam,BT 5.2,HDMI Port,38Wh, 1.74kg (Iron Gray)",https://m.media-amazon.com/images/I/517a9zWgbfL._AC_UY218_.jpg,4.1 out of 5 stars,"₹18,990"
197,"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 14"" (35.5cm) WUXGA-OLED 400Nits Thin & Light Laptop (16GB/1TB SSD/Win 11/Office 21/FHD+IR Camera/Alexa/3 Mon Game Pass/Grey/1.4Kg), 83DA0049IN",https://m.media-amazon.com/images/I/816n9hBWHEL._AC_UY218_.jpg,4.1 out of 5 stars,"₹81,990"
198,"Lenovo Yoga Slim 6 Intel Core i7 13700H 14""(35.5cm)WUXGA OLED 400Nit Laptop(16GB/512GB SSD/60Hz Refresh/Win 11/Office 2021/Backlit KB/1Yr Warranty/Alexa/3 month Game Pass/Storm Grey/1.35Kg),83E00007IN",https://m.media-amazon.com/images/I/718A91Bl4yL._AC_UY218_.jpg,4.1 out of 5 stars,"₹90,190"
199,"Primebook 4G, 2024(NEW) Android Based MediaTek MT8788 - (PrimeOS) 4G SIM Slot, Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C) (4GB/64GB eMMC Storage, Black)",https://m.media-amazon.com/images/I/71UskkoUmFL._AC_UY218_.jpg,4.1 out of 5 stars,"₹14,990"
200,"MSI Modern 14, Intel 11th Gen. i5-1155G7, 35CM FHD 60Hz Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.4Kg), C11M-030IN",https://m.media-amazon.com/images/I/71czorPUNzL._AC_UY218_.jpg,4.1 out of 5 stars,"₹37,790"
201,"HP Laptop 15, 12th Generation Intel® Core™ i5-1235U,15.6-inch(39.6 cm),FHD,8GB DDR4 RAM,1TB SSD,Intel Iris Xe Graphics, Backlit Kb,Dual speakers,Win 11 + MSO'21,Natural Silver,1.69 kg,15s-fq5331TU",https://m.media-amazon.com/images/I/71VtD9HPWBL._AC_UY218_.jpg,4.1 out of 5 stars,"₹51,590"
202,"HP Pavilion 15, 13th Gen Intel Core i7-1360P, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 1TB SSD, Intel Iris Xᵉ graphics, FPR, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.74 kg), eg3036TU",https://m.media-amazon.com/images/I/71Czdvz19dL._AC_UY218_.jpg,4.1 out of 5 stars,"₹83,990"
203,"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS",https://m.media-amazon.com/images/I/61zx5wnGibL._AC_UY218_.jpg,4.1 out of 5 stars,"₹47,990"
204,"HP Laptop 15, AMD Ryzen 5 7520U, 15.6-inch (39.6 cm), FHD, 16GB LPDDR5, 512GB SSD, AMD Radeon graphics, FHD camera w/privacy shutter, Backlit KB (Win 11, MSO 2021, Silver, 1.59 kg), fc0030AU",https://m.media-amazon.com/images/I/71qjjfSJ-FL._AC_UY218_.jpg,4.1 out of 5 stars,"₹43,990"
205,"HP 15s, 11th Gen Intel Core i3 8GB RAM/1TB HDD+256 GB SSD 15.6-inches/39.6 cm FHD Laptop/Windows 11/Intel UHD Graphics/Dual Speakers/Alexa/MSO/Fast Charge/1.75 Kg, 15s-du3614TU",https://m.media-amazon.com/images/I/71pnWhVllLL._AC_UY218_.jpg,4.1 out of 5 stars,"₹35,990"
206,"Dell 15 Thin & Light Laptop, AMD Ryzen R5-7520U Processor/ 8GB LPDDR5/ 512GB/ 15.6"" (39.62cm) FHD 120Hz 250 nits Display/Windows 11 + MSO'21/15 Month McAfee Antivirus/Black Color/ 1.63kg",https://m.media-amazon.com/images/I/61l2ZxufhXL._AC_UY218_.jpg,4.1 out of 5 stars,"₹40,990"
207,"ASUS Vivobook Pro 15, AMD Ryzen 5 5600H, 15.6"" (39.62 cm) FHD, Creator/Gaming Laptop, (16 GB RAM/1TB SSD/4GB RTX 3050/Win11/Backlit/Fingerprint/50WHr /Blue/3.97 kg), M6500QC-HN551WS",https://m.media-amazon.com/images/I/61W4+3i8MlL._AC_UY218_.jpg,4.1 out of 5 stars,"₹60,990"
208,"Chuwi GemiBook Plus 15.6"" Laptop, 8GB RAM 256GB SSD, Windows 11, Intel N100 (Upto 3.4GHz), WIFI 6, USB-A 3.0, Webcam, Bluetooth 5.2, HDMI Port, 38Wh, 1.7kg (Iron Gray)",https://m.media-amazon.com/images/I/51Py6MEOAaL._AC_UY218_.jpg,4.1 out of 5 stars,"₹20,990"
209,"Primebook S Wifi, 2024(NEW) Android Based MediaTek MT8183 - (PrimeOS) Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C) (4GB/128GB eMMC Storage)",https://m.media-amazon.com/images/I/71JXU-u9HhL._AC_UY218_.jpg,4.1 out of 5 stars,"₹13,990"
210,"ASUS Creator Series Vivobook Pro 15, 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 5 5600H, Gaming Laptop (16GB/512GB SSD/4GB NVIDIA GeForce RTX 3050/Win11/Office 2021/Silver/1.80 kg),M6500QC-HN542WS",https://m.media-amazon.com/images/I/61XEU7AsqUL._AC_UY218_.jpg,4.1 out of 5 stars,"₹64,999"
211,"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8 GB RAM/512GB SSD/Win11/Office 2021/Backlit/42WHr/Silver/1.70 kg), X1502ZA-EJ524WS",https://m.media-amazon.com/images/I/813-FmU7N1L._AC_UY218_.jpg,4.1 out of 5 stars,"₹51,990"
212,"HP Pavilion 14, 12th Gen Intel Core i5-1235U,14-inch (35.6 cm),FHD,Touchscreen,16GB DDR4, 512GB SSD, Intel Iris Xᵉ Graphics, FPR, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.41 kg),dv2041TU",https://m.media-amazon.com/images/I/71p6+E7M-wL._AC_UY218_.jpg,4.1 out of 5 stars,"₹65,499"
213,"HP Victus Gaming Laptop, 12th Gen Intel Core i5-12450H, 4GB RTX 3050 GPU, 15.6-inch (39.6 cm) FHD IPS 144Hz, 16GB DDR4, 512GB SSD, Backlit KB, B&O Dual Speakers (Win 11, MSO, Blue, 2.37 kg), fa0666TX",https://m.media-amazon.com/images/I/71+EmHxM9wL._AC_UY218_.jpg,4.1 out of 5 stars,"₹67,190"
214,"Dell Alienware x16 Gaming Laptop, Intel Core i9 13900HK Processor/32GB/2TB SSD/NVIDIA RTX 4090 16GB GDDR6/ 16""(40.64cm) QHD+ 240Hz, 3ms, DCI-P3 100%/Win 11+MSO'21+McAfee 15 Month/Lunar Silver/2.72kg",https://m.media-amazon.com/images/I/51PLKwik5fL._AC_UY218_.jpg,4.1 out of 5 stars,"₹4,54,230"
215,"Dell Inspiron 3520 Laptop, 12th Gen Intel Core i5-1235U Processor, 16GB, 512GB, 15.6"" (39.62cm) FHD WVA AG 120Hz 250 nits, Backlit KB, Win 11 + MSO'21, 15 Month McAfee, Silver, Thin & Light- 1.65kg",https://m.media-amazon.com/images/I/61LKYyGTn7L._AC_UY218_.jpg,4.1 out of 5 stars,"₹52,700"
216,"Dell Inspiron 3530 Laptop, 13th Generation Intel Core i7-1355U Processor, 16GB, 512GB, 15.6"" (39.62cm) FHD 120Hz Display, Backlit KB, Win 11 + MSO'21, 15 Month McAfee, Silver, Thin & Light-1.62kg",https://m.media-amazon.com/images/I/71M874WzCJL._AC_UY218_.jpg,4.1 out of 5 stars,"₹70,350"
217,"HP Laptop 15, 13th Gen Intel Core i5-1335U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel Iris Xe graphics, 1080p FHD camera w/privacy shutter, Backlit KB, (Win 11, Blue, 1.6 kg), fd0021TU",https://m.media-amazon.com/images/I/71RLdL4PZzL._AC_UY218_.jpg,4.1 out of 5 stars,"₹54,999"
218,"Lenovo Yoga 9 13th Gen Intel Evo i7 1360P 14""(35.56cm) 4K OLED 2-in-1 400Nits Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/Pen 2.0/1Yr Warranty/Alexa/3 Month Game Pass/Oatmeal/1.4Kg) 83B1004XIN",https://m.media-amazon.com/images/I/717RqdsrEVL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,75,190"
219,"Dell 15 Thin & Light Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD Display, Windows 11 + MSO'21, 15 Month McAfee Antivirus, Black, Spill-Resistant Keyboard,1.66kg",https://m.media-amazon.com/images/I/81T5jRKDkvL._AC_UY218_.jpg,4.1 out of 5 stars,"₹46,990"
220,"(Renewed) Dell Latitude 5320 Laptop , Intel Core i7 11th Gen 1185G7 , 3.00GHz Quad Core 512GB SSD , 16GB RAM , 13.3"" Touchscreen FHD 1920x1080 , Windows 10 Pro",https://m.media-amazon.com/images/I/41rwu8Q2y0L._AC_UY218_.jpg,4.1 out of 5 stars,"₹49,975"
221,"Lenovo Thinkpad P14s 13th Gen Intel Core i7 14"" (35.56 cm) WUXGA IPS 300nits Thin and Light Workstation (16GB/512GB SSD/Windows 11 Pro/Backlit/Villi Black/3Y Premier Support/1.34Kg), 21HF001FIG",https://m.media-amazon.com/images/I/31ozxddhwhL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,29,990"
222,"HP Pavilion x360, 12th Gen Intel Core i3-1215U, 14-inch (35.6 cm), FHD, Touchscreen, 8GB DDR4, 512GB SSD, FPR, 5 MP camera, Backlit KB, Audio by B&O, Pen (Win 11, Silver, 1.51 kg), ek0183TU",https://m.media-amazon.com/images/I/71khlADY21L._AC_UY218_.jpg,4.1 out of 5 stars,"₹54,990"
223,"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (36cm) WUXGA IPS 300Nits Thin and Light Laptop (16GB/1TB SSD/Win 11/Office 21/BacklitKB/FHD Camera/Alexa/3 Mon Game Pass/Grey/1.46Kg),83BF0043IN",https://m.media-amazon.com/images/I/81d4ZCaBnsL._AC_UY218_.jpg,4.1 out of 5 stars,"₹63,853"
224,"HP Pavilion Plus 13th Gen Intel EVO Ci7-13700H (16 GB LPDDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 3050 6GB, WQXGA OLED 16""(40.6 cm),Backlit KB, (Win11,+MSO'21-N.Silver,1.9kg,),16-ab0456TX Gaming Laptop",https://m.media-amazon.com/images/I/71jaja22JFL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,09,790"
225,"Samsung Galaxy Book2 (NP750) Intel 12th Gen core i7 39.6cm (15.6"") FHD Thin & Light Laptop (16 GB/512 GB/Windows 11/MS Office/Backlit Keyboard/Fingerprint Reader/Silver/1.55Kg), NP750XED-KC2IN",https://m.media-amazon.com/images/I/81XKxZC94FL._AC_UY218_.jpg,4.1 out of 5 stars,"₹66,990"
226,"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 Kg), E1504FA-NJ541WS",https://m.media-amazon.com/images/I/61m5Zo-2A1L._AC_UY218_.jpg,4.1 out of 5 stars,"₹44,990"
