,titles,images,ratings,prices
301,"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 5800H 15.6"" (39.62cm) FHD IPS Gaming Laptop (16GB/512GB SSD/6GB NVIDIA RTX 3060/165Hz/Win 11/Office 2021/Backlit/3months Game Pass/Shadow Black/2.25Kg), 82K201UNIN",https://m.media-amazon.com/images/I/61oB8Adr+GL._AC_UY218_.jpg,4.1 out of 5 stars,"₹79,990"
302,"Lenovo ThinkPad E14 Intel Core i7 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/1TB SSD/Windows 11 Home/Backlit Keyboard/FPR/Black/1Y Onsite/1.41 kg), 21JKS1CT00",https://m.media-amazon.com/images/I/61x5cRS3YEL._AC_UY218_.jpg,4.1 out of 5 stars,"₹89,990"
303,HP Omen 12th Gen Intel Core i7-12800HX 17.3 inch(43.9cm) QHD Gaming Laptop(32GB RAM/1TB SSD/RTX 3070Ti 8GB Graphics/165Hz/3ms Response Time/Win 11/MSO 2021/Backlit KB/B&O/Alexa/Xbox Pass) 17-ck1022TX,https://m.media-amazon.com/images/I/71isjqriPML._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,86,990"
304,"Lenovo IdeaPad Pro 5 Intel Core i7 13700H 16 Inch (40.6cm) 2.5K IPS 350Nits 120Hz Laptop (16GB/1TB SSD/NVDIA RTX 3050/Win 11/MSOffice/Backlit/FHD Camera/Alexa/3 month Game Pass/Grey/1.95Kg),83AQ005SIN",https://m.media-amazon.com/images/I/81WqnqEonYL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,09,190"
305,HP Envy x360 12th Gen Intel Core i7-13.3 inch(33.8 cm) OLED Multi-Touch Gorilla Glass 2-in-1 Laptop(16GB RAM/1TB SSD/400 nits/Win 11/Intel Iris Xe Graphics/Alexa/B&O/Zenvo Pen/MSO/1.32Kg) 13 bf0063TU,https://m.media-amazon.com/images/I/61OCa9q7aNL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,06,990"
306,"MSI Thin 15, Intel Core i5-12450H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050, Cosmos Gray/1.86Kg), B12UC-1692IN",https://m.media-amazon.com/images/I/71VG3azYMjL._AC_UY218_.jpg,4.1 out of 5 stars,"₹67,990"
307,"HP Pavilion Plus 14 Laptop, 13th Gen Intel Core i5-1335U, 14-inch (35.6 cm), WUXGA, 16GB LPDDR5x, 512GB SSD, Premium metal, TBT 4 and HDMI 2.1, 5MP camera (Win 11, MSO 2021, Silver, 1.44 kg), ew0116TU",https://m.media-amazon.com/images/I/718fdoW4xLL._AC_UY218_.jpg,4.1 out of 5 stars,"₹70,390"
308,"Lenovo LOQ Intel Core i7-14700HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (16GB/1TB SSD/Win 11/NVIDIA GeForce RTX 4060 8GB Graphics/100% sRGB/Office 21/3 Month Game Pass/Grey/2.4Kg), 83DV00BEIN",https://m.media-amazon.com/images/I/81Nk28r7wGL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,25,990"
309,"MSI Thin 15, Intel Core i7-12650H, 40CM FHD 144Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050, Cosmos Gray/1.86Kg), B12UC-1690IN",https://m.media-amazon.com/images/I/71Ie8YsWrFL._AC_UY218_.jpg,4.1 out of 5 stars,"₹79,990"
310,"HP OMEN Gaming Laptop, AMD Ryzen 9 7940HS AI-Powered, 8GB RTX 4070 GPU, 16.1-inch (40.9 cm), FHD, IPS, 165Hz, 300 nits, 16GB DDR5, 1TB SSD, RGB Backlit KB, B&O (Black, 2.38 kg), xf0100AX",https://m.media-amazon.com/images/I/71+8GFUaY2L._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,59,990"
311,"ASUS Zenbook S 13 OLED (2023), 1kg Weight & 1cm Thin, Intel Core EVO i5 13th Gen, 13.3 Inch 2.8K OLED, Thin & Light Laptop (16GB/512GB SSD/Iris Xe/Win 11/Office 2021/63WHrs/Blue), UX5304VA-NQ541WS",https://m.media-amazon.com/images/I/71HirpAPlSL._AC_UY218_.jpg,4.1 out of 5 stars,"₹89,990"
312,"MSI Modern 15, Intel 13th Gen. i7-1355U, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.7Kg), B13M-288IN",https://m.media-amazon.com/images/I/61ChLchhqnL._AC_UY218_.jpg,4.1 out of 5 stars,"₹65,990"
313,"Dell Inspiron 5440 Laptop, Intel Core 7 150U Processor, 16GB DDR5 + 1TB SSD, 14"" (35.62cm) FHD+AG NonTouch 250nits WVA Display, Backlit KB + FPR, Win 11 + MSO'21 + 15 Month McAfee, Ice Blue, 1.54kg",https://m.media-amazon.com/images/I/71Lh98Kd8pL._AC_UY218_.jpg,4.1 out of 5 stars,"₹88,200"
314,"ASUS TUF Gaming F15 Gaming Laptop,Intel Core i7-12700H 12th Gen,4GB NVIDIA GeForce RTX 3050, 15.6-inch(39.62 cms) FHD 144Hz,(16GB RAM /1TB SSD/Windows 11/90WHrs Battery/Gray/2.20 Kg), FX577ZC-HN192W",https://m.media-amazon.com/images/I/61tHXIeCyLL._AC_UY218_.jpg,4.1 out of 5 stars,"₹89,990"
315,"Lenovo Legion 5 Intel Core i7-14650HX 16"" (40.64cm) WQXGA IPS 350Nits 165Hz Gaming Laptop (16GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4050 6GB/100%sRGB/Alexa/3 Month Game Pass/Grey/2.3Kg), 83DG004RIN",https://m.media-amazon.com/images/I/81VEU6tsJ8L._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,27,490"
316,"Lenovo Legion Slim 5 AI Powered AMD Ryzen 7 7840HS 16"" (40.64cm) WUXGA-IPS 144Hz 300Nits Gaming Laptop (16GB/512GB SSD/Win11/Office/NVIDIA RTX 4050 6GB/Alexa/3 Month Game Pass/Grey/2.4Kg), 82Y9009KIN",https://m.media-amazon.com/images/I/81FAyRMo6dL._AC_UY218_.jpg,4.1 out of 5 stars,"₹99,990"
317,"(Refurbished) Dell Precision 7520 Intel Core i7 - 6820HQ Quad Core Processor 6th Gen, 4 GB Ram & 1TB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop",https://m.media-amazon.com/images/I/61UFjy8oU7L._AC_UY218_.jpg,4.1 out of 5 stars,"₹44,294"
318,"(Refurbished) Dell Latitude Laptop 7390 Intel Core i7 Mobile-8th Gen Processor , 8 GB Ram & 1TB SSD, 13.",https://m.media-amazon.com/images/I/411gGiCZn3L._AC_UY218_.jpg,4.1 out of 5 stars,"₹31,990"
319,"Lenovo Legion Slim 5 AI Powered AMD Ryzen 7 7840HS 16"" (40.64cm) WUXGA-IPS 144Hz 300Nits Gaming Laptop (16GB/512GB SSD/Win11/Office/NVIDIA RTX 4050 6GB/Alexa/3 Month Game Pass/Grey/2.4Kg), 82Y9009KIN",https://m.media-amazon.com/images/I/81FAyRMo6dL._AC_UY218_.jpg,4.1 out of 5 stars,"₹99,990"
320,"MSI Katana 15, Intel Core i9-13900H, 40CM FHD 144Hz Gaming Laptop (8GBx2/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 4060, GDDR6 8GB/Black/2.25Kg), B13VFK-843IN",https://m.media-amazon.com/images/I/61q3Bae9++L._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,29,990"
321,"Dell Alienware m18 R1 Gaming Laptop, Intel Core i9-13980HX Processor/64GB/1TB SSD/18.0"" (45.72cm) QHD+ FHD 165Hz/NVIDIA RTX 4090 16GB GDDR6/Win 11 + MSO'21/15 Month McAfee/Dark Metallic Moon/2.72kg",https://m.media-amazon.com/images/I/71BxDqP7L5L._AC_UY218_.jpg,4.1 out of 5 stars,"₹4,51,150"
322,"ASUS [Smartchoice] ROG Strix G16, 16""(40.64cm) FHD+ 165Hz, 13th Gen Intel Core i7-13650HX, Gaming Laptop(16GB DDR5/1TB SSD/NVIDIA GeForce RTX 4060 /Win 11/MSO 21/Eclipse Gray/2.50 Kg), G614JV-N3474WS",https://m.media-amazon.com/images/I/71H0vxwB3PL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,39,039"
323,"Lenovo IdeaPad Pro 5 Intel Core Ultra 7 155H Built-in AI 16"" (40.6cm) 2K OLED 400Nits 120Hz Laptop (16GB/1TB SSD/NVIDIA RTX 3050 6GB/Win11/MSO 21/FHD+IR Camera/3Mon GamePass/Grey/1.9Kg), 83D4002NIN",https://m.media-amazon.com/images/I/81g6AgbeMIL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,23,990"
324,"ASUS TUF Gaming F15 (2023) Gaming Laptop, 90WHr Battery, Intel Core i7-12700H 12th Gen, 15.6"" FHD 144Hz, 8GB RTX 4060, (16GB RAM/512GB SSD/Windows 11//1-Zone RGB/Gray/2.20 Kg), FX507ZV-LP094W",https://m.media-amazon.com/images/I/71ZxVXxFhAL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,09,000"
325,"Lenovo Legion Pro 5 Intel Core i9-14900HX 16"" (40.64cm) WQXGA IPS 500Nits 240Hz Gaming Laptop (32GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4070 8GB/100% DCI-P3/3 Month Game Pass/Grey/2.5Kg), 83DF003PIN",https://m.media-amazon.com/images/I/81wX4WFWlCL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,97,490"
326,"Acer Predator Helios Neo 16 Gaming Laptop 14th Gen Intel Core i7 Processor (Windows 11 Home/16 GB/1 TB SSD/NVIDIA GeForce RTX 4050) PHN16-72 with 40.64 cm (16"") WUXGA Display",https://m.media-amazon.com/images/I/61JMINh9YiL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,34,999"
327,"Dell Alienware m16 Gaming Laptop, AMD Ryzen 9-7845HX/32GB DDR5/2TB SSD/16 (40.64cm) FHD+ 480Hz, FHD IR Camera/NVIDIA RTX 4080, 12 GB GDDR6/Win 11 + MSO'21/15 Month Mcafee/Dark Metallic Moon/3.23kg",https://m.media-amazon.com/images/I/71umPsBixQL._AC_UY218_.jpg,4.1 out of 5 stars,"₹2,48,990"
328,"Dell XPS 9320 Laptop, Intel Evo platform powered by Intel Core i7-1360P Processor/32GB LPDDR5/1TB SSD/13.4""(34.03cm)UHD+ Touch/Backlit KB + FPR/Win 11 + MSO'21 + 15 Month McAfee/Platinum Silver/1.24KG",https://m.media-amazon.com/images/I/71TjrNa3xQL._AC_UY218_.jpg,4.1 out of 5 stars,"₹2,02,430"
329,"ASUS ROG Strix G16 (2023) 90WHr Battery, Intel Core i7-13650HX 13th Gen, 16"" FHD+ 165Hz, 6GB RTX 4050, Gaming Laptop (16GB/1TB SSD/Windows 11/Office 2021/4-Zone RGB/Gray/2.50 Kg), G614JU-N3200WS",https://m.media-amazon.com/images/I/71AaRhO6+fL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,25,990"
330,"ASUS TUF Gaming F17 - Gaming Laptop, Intel Core i5-11260H 11th Gen, 17.3-inch (43.94 cm) FHD 144Hz, (8GB/512GB SSD/4GB NVIDIA RTX 2050/Win 11/ RGB Backlit/Black/2.60 kg),FX706HF-HX044WS",https://m.media-amazon.com/images/I/717UzN34uaL._AC_UY218_.jpg,4.1 out of 5 stars,"₹52,980"
331,"ASUS Vivobook 15, IntelCore i7-12650H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16 GB RAM/512GB SSD/Win11/Office 2021/Backlit/42WHr /Silver/1.75), X1502ZA-EJ742WS",https://m.media-amazon.com/images/I/813-FmU7N1L._AC_UY218_.jpg,4.1 out of 5 stars,"₹64,990"
332,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15"" (39.6cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/MSO 21/1Yr ADP Free/Alexa Built-in/3 Mon Game Pass/Grey/1.6Kg), 83ER00BCIN",https://m.media-amazon.com/images/I/81leoJuYYaL._AC_UY218_.jpg,4.1 out of 5 stars,"₹53,990"
333,"Lenovo Yoga 7 Intel Core i7-1360P 14""(35.5cm) OLED 2-in-1 400Nits Laptop(16GB/1TB SSD/Win 11/Office 2021/Backlit KB/Digital Pen/1Yr Warranty/Alexa/3 month Game Pass/Tidal Teal/1.49Kg), 82YL0099IN",https://m.media-amazon.com/images/I/71-TPfDrwtL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,09,190"
334,"HP Laptop 15s, Intel Core i3-1115G4, 15.6 inch(39.6cm) HD Laptop(8GB RAM,512GB SSD,Intel UHD Graphics,Dual Speakers,Win 11,Alexa,Numeric Keypad,1.69 Kgs,Jet Black) 15s-fq2738TU",https://m.media-amazon.com/images/I/71KTcJnSy8L._AC_UY218_.jpg,4.1 out of 5 stars,"₹35,490"
335,"(Refurbished) Dell Precision 7510 Intel Core i7 - 6820HQ Quad Core Processor, 16 GB Ram & 128 GB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M1000M (2GB Graphic Card) Laptop",https://m.media-amazon.com/images/I/61UFjy8oU7L._AC_UY218_.jpg,4.1 out of 5 stars,"₹35,390"
336,"(Refurbished) Dell Latitude Laptop 7390 Intel Core i7 Mobile-8th Gen Processor, 32 GB Ram & 512 GB SSD, 13.3 Inches FHD 1080p 1.17KG Light Weight Notebook Computer",https://m.media-amazon.com/images/I/411gGiCZn3L._AC_UY218_.jpg,4.1 out of 5 stars,"₹35,990"
337,"ASUS ROG Strix G16 (2023) 90WHr Battery, Intel Core i7-13650HX 13th Gen, 16"" FHD+ 165Hz, 6GB RTX 4050, Gaming Laptop (16GB/1TB SSD/Windows 11/Office 2021/4-Zone RGB/Gray/2.50 Kg), G614JU-N3200WS",https://m.media-amazon.com/images/I/71AaRhO6+fL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,25,990"
338,"ASUS TUF Gaming F17 - Gaming Laptop, Intel Core i5-11260H 11th Gen, 17.3-inch (43.94 cm) FHD 144Hz, (8GB/512GB SSD/4GB NVIDIA RTX 2050/Win 11/ RGB Backlit/Black/2.60 kg),FX706HF-HX044WS",https://m.media-amazon.com/images/I/717UzN34uaL._AC_UY218_.jpg,4.1 out of 5 stars,"₹52,980"
339,"ASUS Vivobook 15, IntelCore i7-12650H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16 GB RAM/512GB SSD/Win11/Office 2021/Backlit/42WHr /Silver/1.75), X1502ZA-EJ742WS",https://m.media-amazon.com/images/I/813-FmU7N1L._AC_UY218_.jpg,4.1 out of 5 stars,"₹64,990"
340,Acer Travelmate Business Laptop Intel Core i7-11th Gen (Windows 11 Home/16 GB Ram/1TB SSD/Intel Iris Xe Graphics/14.0 IPS Display/Backlit Keyboard/Fingerprint Sensor) TMP214-53,https://m.media-amazon.com/images/I/51uVt6tSRPL._AC_UY218_.jpg,4.1 out of 5 stars,"₹47,990"
341,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15"" (39.6cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/MSO 21/1Yr ADP Free/Alexa Built-in/3 Mon Game Pass/Grey/1.6Kg), 83ER00BCIN",https://m.media-amazon.com/images/I/81leoJuYYaL._AC_UY218_.jpg,4.1 out of 5 stars,"₹53,990"
342,"Lenovo Yoga 7 Intel Core i7-1360P 14""(35.5cm) OLED 2-in-1 400Nits Laptop(16GB/1TB SSD/Win 11/Office 2021/Backlit KB/Digital Pen/1Yr Warranty/Alexa/3 month Game Pass/Tidal Teal/1.49Kg), 82YL0099IN",https://m.media-amazon.com/images/I/71-TPfDrwtL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,09,190"
343,"Acer Nitro V Gaming Laptop 13th Gen Intel Core i7-13620H with RTX 4050 6 GB Graphics (16 GB DDR5/1 TB SSD/Windows 11 Home/Wi-Fi 6/144Hz) ANV15-51, 39.6 cm (15.6"") Full HD IPS Display, 2.1 KG",https://m.media-amazon.com/images/I/51GGNToj7aL._AC_UY218_.jpg,4.1 out of 5 stars,"₹99,999"
344,"Lenovo IdeaPad 1 Intel Core Celeron N4020 15"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/Office 2021/1Yr Warranty/Cloud Grey/1.3Kg), 82V700ECIN",https://m.media-amazon.com/images/I/71bDJ9wxxWL._AC_UY218_.jpg,4.1 out of 5 stars,"₹26,990"
345,"ASUS ROG Strix SCAR 16 (2024), Intel Core i9 14900HX 14th Gen, 16""(40.64cm) 2.5K QHD+240Hz, Gaming Laptop (32GB DDR5/2TB SSD/12GB RTX 4080/Win11/Per-Key RGB/90WHr/Black/2.65Kg),G634JZR-CM932WS",https://m.media-amazon.com/images/I/71iyBsDDwQL._AC_UY218_.jpg,4.1 out of 5 stars,"₹2,92,999"
346,"HP Smart Choice Victus Gaming Laptop, 13th Gen Intel Core i5-13420H,6GB RTX 4050 GPU,15.6-inch(39.6 cm),FHD,IPS,144 Hz,16GB DDR4,512GB SSD,Backlit KB, B&O,(Win 11,MSO,Silver,2.37 kg),fa1319TX",https://m.media-amazon.com/images/I/71p9SaiuJFL._AC_UY218_.jpg,4.1 out of 5 stars,"₹79,990"
347,"Dell 14 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB + 512GB SSD, 14.0"" (35.62cm) FHD AG 250 nits Display, Windows 11 + MSO'21 & 15 Month McAfee, Grey, Spill-Resistant Keyboard, 1.48kg",https://m.media-amazon.com/images/I/71tSrDl1TaL._AC_UY218_.jpg,4.1 out of 5 stars,"₹46,990"
348,"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16"" (40.6cm) 2.5K IPS 350Nits Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/FHD 1080p Camera/Alexa/3 Month Game Pass/Grey/1.89Kg), 82XF0077IN",https://m.media-amazon.com/images/I/81hA+lS9-5L._AC_UY218_.jpg,4.1 out of 5 stars,"₹72,990"
349,"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14""(35.5cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.46Kg), 82XD003MIN",https://m.media-amazon.com/images/I/81018PNqYzL._AC_UY218_.jpg,4.1 out of 5 stars,"₹65,990"
350,"Lenovo Legion Slim 5 AI Powered AMD Ryzen 7 7840HS 16"" (40.64cm) WQXGA-IPS 165Hz 300Nits Gaming Laptop (16GB/512GB SSD/Win11/Office/NVIDIA RTX 4060 8GB/Alexa/3 Month Game Pass/Grey/2.4Kg), 82Y9008MIN",https://m.media-amazon.com/images/I/818N44muehL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,11,990"
351,"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 4050 Graphics 6GB VRAM, 144Hz Display (16GB DDR5/1TB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51",https://m.media-amazon.com/images/I/51GGNToj7aL._AC_UY218_.jpg,4.1 out of 5 stars,"₹81,036"
352,"Dell 14 Thin & Light Laptop, AMD Ryzen R5-5500U/ 8GB DDR4 2400 MHz/ 512GB/ 14.0"" (35.56cm) FHD Display + Comfort View/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Carbon Black/ 1.48kg",https://m.media-amazon.com/images/I/71Eu1-dfTmL._AC_UY218_.jpg,4.1 out of 5 stars,"₹36,990"
353,"(Refurbished) Dell Precision 7510 Intel Core i7 - 6820HQ Quad Core Processor 6th Gen, 8 GB Ram & 256 GB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M1000M (2GB Graphic Card) Laptop",https://m.media-amazon.com/images/I/61UFjy8oU7L._AC_UY218_.jpg,4.1 out of 5 stars,"₹35,989"
354,"(Refurbished) Dell Latitude Laptop 7390 Intel Core i7 Mobile-8th Gen Processor, 4 GB Ram & 1TB SSD, 13.3 Inches FHD 1080p 1.17KG Light Weight Notebook Computer",https://m.media-amazon.com/images/I/411gGiCZn3L._AC_UY218_.jpg,4.1 out of 5 stars,"₹31,990"
355,"ASUS ROG Strix G16 (2023) 90WHr Battery, Intel Core i7-13650HX 13th Gen, 16"" FHD+ 165Hz, 6GB RTX 4050, Gaming Laptop (16GB/1TB SSD/Windows 11/Office 2021/4-Zone RGB/Gray/2.50 Kg), G614JU-N3200WS",https://m.media-amazon.com/images/I/71AaRhO6+fL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,25,990"
356,"ASUS TUF Gaming F17 - Gaming Laptop, Intel Core i5-11260H 11th Gen, 17.3-inch (43.94 cm) FHD 144Hz, (8GB/512GB SSD/4GB NVIDIA RTX 2050/Win 11/ RGB Backlit/Black/2.60 kg),FX706HF-HX044WS",https://m.media-amazon.com/images/I/717UzN34uaL._AC_UY218_.jpg,4.1 out of 5 stars,"₹52,980"
357,"ASUS Vivobook 15, IntelCore i7-12650H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16 GB RAM/512GB SSD/Win11/Office 2021/Backlit/42WHr /Silver/1.75), X1502ZA-EJ742WS",https://m.media-amazon.com/images/I/813-FmU7N1L._AC_UY218_.jpg,4.1 out of 5 stars,"₹64,990"
358,Acer Travelmate Business Laptop Intel Core i7-11th Gen (Windows 11 Home/16 GB Ram/1TB SSD/Intel Iris Xe Graphics/14.0 IPS Display/Backlit Keyboard/Fingerprint Sensor) TMP214-53,https://m.media-amazon.com/images/I/51uVt6tSRPL._AC_UY218_.jpg,4.1 out of 5 stars,"₹47,990"
359,"ASUS Zenbook 14 OLED (2024), Intel EVO Core Ultra 5 125H, Built-in AI, 14""(35.56cm) FHD OLED, Thin and Light Laptop (16GB/1TB SSD/Windows 11/Intel Arc/Office 2021/75WH /Blue/1.22Kg), UX3405MA-QD552WS",https://m.media-amazon.com/images/I/715c80178cL._AC_UY218_.jpg,4.1 out of 5 stars,"₹99,990"
360,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15"" (39.6cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/MSO 21/1Yr ADP Free/Alexa Built-in/3 Mon Game Pass/Grey/1.6Kg), 83ER00BCIN",https://m.media-amazon.com/images/I/81leoJuYYaL._AC_UY218_.jpg,4.1 out of 5 stars,"₹53,990"
361,"Lenovo Yoga 7 Intel Core i7-1360P 14""(35.5cm) OLED 2-in-1 400Nits Laptop(16GB/1TB SSD/Win 11/Office 2021/Backlit KB/Digital Pen/1Yr Warranty/Alexa/3 month Game Pass/Tidal Teal/1.49Kg), 82YL0099IN",https://m.media-amazon.com/images/I/71-TPfDrwtL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,09,190"
362,"Acer Nitro V Gaming Laptop 13th Gen Intel Core i7-13620H with RTX 4050 6 GB Graphics (16 GB DDR5/1 TB SSD/Windows 11 Home/Wi-Fi 6/144Hz) ANV15-51, 39.6 cm (15.6"") Full HD IPS Display, 2.1 KG",https://m.media-amazon.com/images/I/51GGNToj7aL._AC_UY218_.jpg,4.1 out of 5 stars,"₹99,999"
363,"ASUS ROG Strix SCAR 16 (2024), Intel Core i9 14900HX 14th Gen, 16""(40.64cm) 2.5K QHD+240Hz, Gaming Laptop (32GB DDR5/2TB SSD/12GB RTX 4080/Win11/Per-Key RGB/90WHr/Black/2.65Kg),G634JZR-CM932WS",https://m.media-amazon.com/images/I/71iyBsDDwQL._AC_UY218_.jpg,4.1 out of 5 stars,"₹2,92,999"
364,"HP Smart Choice Victus Gaming Laptop, 13th Gen Intel Core i5-13420H,6GB RTX 4050 GPU,15.6-inch(39.6 cm),FHD,IPS,144 Hz,16GB DDR4,512GB SSD,Backlit KB, B&O,(Win 11,MSO,Silver,2.37 kg),fa1319TX",https://m.media-amazon.com/images/I/71p9SaiuJFL._AC_UY218_.jpg,4.1 out of 5 stars,"₹79,990"
365,"Dell 14 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB + 512GB SSD, 14.0"" (35.62cm) FHD AG 250 nits Display, Windows 11 + MSO'21 & 15 Month McAfee, Grey, Spill-Resistant Keyboard, 1.48kg",https://m.media-amazon.com/images/I/71tSrDl1TaL._AC_UY218_.jpg,4.1 out of 5 stars,"₹46,990"
366,"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16"" (40.6cm) 2.5K IPS 350Nits Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/FHD 1080p Camera/Alexa/3 Month Game Pass/Grey/1.89Kg), 82XF0077IN",https://m.media-amazon.com/images/I/81hA+lS9-5L._AC_UY218_.jpg,4.1 out of 5 stars,"₹72,990"
367,"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14""(35.5cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.46Kg), 82XD003MIN",https://m.media-amazon.com/images/I/81018PNqYzL._AC_UY218_.jpg,4.1 out of 5 stars,"₹65,990"
368,"ASUS Vivobook 16 (2023), Intel Core i9-13900H 13th Gen, 16"" (40.64 cm) FHD+, Thin & Light Laptop (16GB/512GB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Silver/1.88 kg) X1605VA-MB946WS",https://m.media-amazon.com/images/I/71FE4cemJ9L._AC_UY218_.jpg,4.1 out of 5 stars,"₹94,990"
369,"Lenovo Legion Slim 5 AI Powered AMD Ryzen 7 7840HS 16"" (40.64cm) WQXGA-IPS 165Hz 300Nits Gaming Laptop (16GB/512GB SSD/Win11/Office/NVIDIA RTX 4060 8GB/Alexa/3 Month Game Pass/Grey/2.4Kg), 82Y9008MIN",https://m.media-amazon.com/images/I/818N44muehL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,11,990"
370,"Lenovo IdeaPad 1 Intel Core Celeron N4020 15"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/Office 2021/1Yr Warranty/Cloud Grey/1.3Kg), 82V700ECIN",https://m.media-amazon.com/images/I/71bDJ9wxxWL._AC_UY218_.jpg,4.1 out of 5 stars,"₹26,990"
371,"(Refurbished) Dell Latitude Laptop 7390 Intel Core i7 Mobile-8th Gen Processor, 4 GB Ram & 2TB SSD, 13.3 Inches FHD 1080p 1.17KG Light Weight Notebook Computer",https://m.media-amazon.com/images/I/411gGiCZn3L._AC_UY218_.jpg,4.1 out of 5 stars,"₹35,990"
372,"(Refurbished) Dell Precision 7510 Intel Core i7 - 6920HQ Quad Core Processor, 8GB Ram & 256GBSSD, 15.6 Inches (Numeric Keypad) FHD Screen with Dual Intel & Nvidia Quadro M2000M (4GB Graphic ) Laptop",https://m.media-amazon.com/images/I/61UFjy8oU7L._AC_UY218_.jpg,4.1 out of 5 stars,"₹40,590"
373,"Dell 14 Thin & Light Laptop, AMD Ryzen R5-5500U/ 8GB DDR4 2400 MHz/ 512GB/ 14.0"" (35.56cm) FHD Display + Comfort View/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Carbon Black/ 1.48kg",https://m.media-amazon.com/images/I/71Eu1-dfTmL._AC_UY218_.jpg,4.1 out of 5 stars,"₹36,990"
374,Acer Travelmate Business Laptop Intel Core i7-11th Gen (Windows 11 Home/16 GB Ram/1TB SSD/Intel Iris Xe Graphics/14.0 IPS Display/Backlit Keyboard/Fingerprint Sensor) TMP214-53,https://m.media-amazon.com/images/I/51uVt6tSRPL._AC_UY218_.jpg,4.1 out of 5 stars,"₹47,990"
